"Date","Item_ID","Item_Type","Item_Name","Current_Stock","Min_Required","Max_Capacity","Unit_Cost","Avg_Usage_Per_Day","Restock_Lead_Time","Vendor_ID","days_on_hand","lead_time_demand","adjusted_reorder_point","inventory_status"
"2026-01-17",101,Consumable,X-ray Machine,2352,584,5615,10496.26,12,26,V002,196.0,312,374,Healthy
"2026-01-18",103,Consumable,Gloves,3122,67,2883,9719.26,192,18,V002,16.3,3456,4147,Stockout Risk
"2026-01-19",102,Equipment,X-ray Machine,3907,303,5747,3371.35,203,5,V003,19.2,1015,1218,Healthy
"2026-01-20",104,Equipment,X-ray Machine,2511,951,4873,13751.14,442,5,V002,5.7,2210,2652,Healthy
"2026-01-21",109,Consumable,X-ray Machine,1677,415,4461,12123.63,315,3,V002,5.3,945,1134,Healthy
"2026-01-22",107,Consumable,Gloves,1060,117,5991,11057.94,39,26,V001,27.2,1014,1217,Healthy
"2026-01-23",104,Equipment,Gloves,1302,514,1626,6128.89,170,12,V001,7.7,2040,2448,Stockout Risk
"2026-01-24",109,Consumable,Gloves,1261,847,4868,7890.13,471,11,V002,2.7,5181,6217,Stockout Risk
"2026-01-25",104,Consumable,IV Drip,4209,827,2550,8664.16,449,3,V002,9.4,1347,1616,Potential Overstock
"2026-01-26",101,Consumable,IV Drip,1687,35,1201,13149.87,35,12,V003,48.2,420,504,Potential Overstock
"2026-01-27",102,Equipment,IV Drip,1793,278,5730,14518.01,210,13,V001,8.5,2730,3276,Stockout Risk
"2026-01-28",107,Equipment,IV Drip,2995,574,2836,6259.41,427,21,V002,7.0,8967,10760,Stockout Risk
"2026-01-29",102,Equipment,Surgical Mask,3099,848,731,12294.92,437,10,V003,7.1,4370,5244,Stockout Risk
"2026-01-30",103,Consumable,Surgical Mask,1823,953,4273,7407.8,71,27,V001,25.7,1917,2300,Stockout Risk
"2026-01-31",109,Equipment,Surgical Mask,1310,775,885,9704.49,132,4,V003,9.9,528,634,Potential Overstock
"2026-02-01",107,Equipment,Ventilator,2023,83,3864,1638.81,425,20,V002,4.8,8500,10200,Stockout Risk
"2026-02-02",106,Consumable,Surgical Mask,2724,916,4429,11573.76,380,7,V002,7.2,2660,3192,Healthy
"2026-02-03",106,Consumable,Ventilator,3297,594,764,17928.89,92,28,V002,35.8,2576,3091,Potential Overstock
"2026-02-04",102,Equipment,X-ray Machine,1780,484,3407,19068.13,461,11,V001,3.9,5071,6085,Stockout Risk
"2026-02-05",103,Equipment,Surgical Mask,317,154,1524,6693.04,168,17,V001,1.9,2856,3427,Stockout Risk
"2026-02-06",106,Equipment,Gloves,1979,361,663,3402.94,214,9,V002,9.2,1926,2311,Potential Overstock
"2026-02-07",100,Equipment,IV Drip,2906,872,5810,19532.82,282,26,V003,10.3,7332,8798,Stockout Risk
"2026-02-08",108,Consumable,Ventilator,4072,776,3496,15934.2,257,6,V002,15.8,1542,1850,Potential Overstock
"2026-02-09",100,Equipment,X-ray Machine,997,239,2186,5863.88,108,16,V002,9.2,1728,2074,Stockout Risk
"2026-02-10",107,Equipment,Surgical Mask,4193,304,4213,90.3,419,27,V001,10.0,11313,13576,Stockout Risk
"2026-02-11",106,Consumable,IV Drip,822,186,2385,5284.45,382,6,V003,2.2,2292,2750,Stockout Risk
"2026-02-12",105,Consumable,Gloves,3619,710,2807,19098.93,450,19,V003,8.0,8550,10260,Stockout Risk
